41              ,   396.9987,   102.8425    
43              ,     8.8449,    98.1127    
31              ,   396.5963,    97.9499
23              ,     5.8100,    98.7239
21              ,   397.1393,   101.8332
61              ,   392.4097,   105.0983
63              ,    16.5870,    96.5039
71              ,   385.8863,    89.0450
73              ,    31.2913,   109.4542
